,summary,Mitigation,Hazard,Causes,Impacts,word
tsunami-warnung schwer+em,25.717383871791238,0.0034040440652958266,0.00036793281262765355,0.005203588474241951,-0.009184059034917544,tsunami-warnung schwer+em
schwer+em erdbeben,246.49636331613374,0.018708453497992213,-0.003356089111655064,-0.005904342646479339,-0.013008601252899708,schwer+em erdbeben
Vanuatu,242.70774371740018,0.015596026982683676,-0.007399690588406095,-0.01097957330156987,-0.0006156694757080565,Vanuatu
erdbeben vanuatu,83.31478364528128,0.013113875896725101,-0.0019840155411297356,-0.0017900390621934667,-0.011623054208573944,erdbeben vanuatu
vanuatu ein,50.21925705910721,0.009486806947657163,-0.0011007577425720019,0.00084681607494848,-0.010719987516876018,vanuatu ein
ein erdbeben,1363.4929624254237,0.023493963313080523,-0.004538284921802364,-0.009462868314320447,-0.014193700580448807,ein erdbeben
Stärke,2286.47224787045,0.02282383016785019,-0.004838522696089421,-0.011701175570188979,-0.011007777154394736,Stärke
erdbeben stärke,1645.1402818072524,0.023747561287889178,-0.004694195352214908,-0.00978267098580687,-0.01404175397710847,erdbeben stärke
"7,4",138.45921064649656,0.011850620378136325,-0.006887306469023514,-0.008121472655240797,0.0006133898488271322,"7,4"
"stärke 7,4",120.51814245489027,0.010659419123507607,-0.007148910038870527,-0.008017343959486741,0.0021580501813947017,"stärke 7,4"
