,summary,Mitigation,Hazard,Causes,Impacts,word
phleg… der,7.881193616144325,-0.012318510530457549,0.004071009874430738,0.01593032124383275,-0.004914701897865209,phleg… der
der haupt+beben,16.018008107388845,-0.010320843265859468,0.024916289608698804,0.0008172470895888283,-0.014035579176805086,der haupt+beben
haupt+beben ereign+ete,4.851893433189035,-0.04734575800932395,0.08004915541179039,-0.002960713291236224,-0.026959136912501836,haupt+beben ereign+ete
0.30,4.681187382498087,-0.04134059097104959,0.06133463492593511,0.004093968310782116,-0.020083701402304546,0.30
ereign+ete 0.30,4.681187382498087,-0.04134059097104959,0.06133463492593511,0.004093968310782116,-0.020083701402304546,ereign+ete 0.30
0.30 uhr,4.646176389235645,-0.04039005590236653,0.05821672065345198,0.0052774352153085735,-0.018939570317183844,0.30 uhr
Wenige,29.243516956932947,0.0027712697094546376,0.00597966149906234,0.0023858964350517054,-0.011420047995252263,Wenige
wenig+e minute+n,8.630342971680953,-0.01797192195141508,0.025260354893049848,0.007967097214125281,-0.012369781268803446,wenig+e minute+n
minute+n spät+er,4.521249947680485,-0.037590303757990336,0.048634346764183614,0.00895285377070999,-0.015410572930637415,minute+n spät+er
folgte,4.482217474010578,-0.03687742047537326,0.04606487349078213,0.009953014981489582,-0.01445794628360992,folgte
spät+er folg+te,4.482217474010578,-0.03687742047537326,0.04606487349078213,0.009953014981489582,-0.01445794628360992,spät+er folg+te
weiterer,10.125213987098007,0.020646216311275854,0.0036107121784031628,-0.00436104741057713,-0.023808392047611898,weiterer
folg+te weit+er+er,4.424876070782234,-0.03594788236782166,0.0426000977219549,0.011316008478812827,-0.013166204954756055,folg+te weit+er+er
weit+er+er deutlich,4.376462104193472,-0.03526122649154522,0.03993335913801319,0.01237907436731234,-0.012164555226994321,weit+er+er deutlich
schwächerer,4.335543660071336,-0.03474406897496423,0.037845872557954505,0.013221751605405209,-0.011374646542976848,schwächerer
deutlich schwach+er+er,4.335543660071336,-0.03474406897496423,0.037845872557954505,0.013221751605405209,-0.011374646542976848,deutlich schwach+er+er
schwach+er+er erd+stoß,4.284441259428336,-0.034172138394608385,0.03543319190950164,0.014209683951379013,-0.010453685335479584,schwach+er+er erd+stoß
erd+stoß vier,4.188725104969601,-0.03329700898007762,0.03142746092184269,0.015892325469999885,-0.008899552345238907,erd+stoß vier
vier nachbeben,4.171092179183098,-0.03316100604838837,0.03075515836464005,0.01618114225579484,-0.008634832944748328,vier nachbeben
folgten,11.112981509023044,-0.012367567114150461,0.019309062088672,0.007026707947396319,-0.011803475851303048,folgten
nachbeben folg+ten,4.137155139332916,-0.032919500955870096,0.02951360551663817,0.016720339816776342,-0.008142376204943872,nachbeben folg+ten
erschütterung werd+e,4.053367020465315,-0.03242930473615887,0.02672074040626861,0.017965933459029648,-0.007014185441342942,erschütterung werd+e
Bevölker…,4.013836674357773,-0.032246325550541695,0.02552594285284761,0.018515553909106582,-0.0065209258896038146,Bevölker…
werd+e bevölker…,4.013836674357773,-0.032246325550541695,0.02552594285284761,0.018515553909106582,-0.0065209258896038146,werd+e bevölker…
+4111,3.9844133044312637,-0.03212875560007792,0.02468348992516214,0.018910368354713318,-0.0061684601138405,+4111
bevölker… +4111,3.9844133044312637,-0.03212875560007792,0.02468348992516214,0.018910368354713318,-0.0061684601138405,bevölker… +4111
+4111 chars,3.968926190194041,-0.03207300824713587,0.024255395436063972,0.019113550628927972,-0.005987703605536037,+4111 chars
neapel erdbeben,17.05875871132675,-0.0012080341763392175,0.001469504235562909,0.008440686017750727,-0.00798838096890163,neapel erdbeben
supervulkan der,6.528430696955975,-0.01567231305140444,0.004839634879470836,0.018088830382908996,-0.0039142544065204135,supervulkan der
worden.,14.348056694672787,-0.0033914055668400125,0.001986900556376309,0.00994954319993591,-0.007408877758884141,worden.
erschütter+t worden.,14.348056694672787,-0.0033914055668400125,0.001986900556376309,0.00994954319993591,-0.007408877758884141,erschütter+t worden.
/li,25.72265291443844,0.0034061635893997966,0.0003674240503243471,0.005202086601968244,-0.009184601128560914,/li
worden. /li,12.914224811528168,-0.004797670069195743,0.0023186440263781266,0.010912503500451653,-0.007030107565094186,worden. /li
/li der,10.427646194751624,-0.007854054863735124,0.0030353675500309186,0.012979661715314686,-0.006189925194263572,/li der
Phlegräischen…,11.462310131758525,-0.0206605835779484,0.04492119949694398,-0.0018091081929457672,-0.020510198366794328,Phlegräischen…
epizentrum phlegräischen…,5.667576706930247,-0.05148737095124144,0.09955251391271833,-0.012197556880877572,-0.03527947820737295,epizentrum phlegräischen…
phlegräischen… der,6.528430696955975,-0.01567231305140444,0.004839634879470836,0.018088830382908996,-0.0039142544065204135,phlegräischen… der
+1795,5.280790134200192,-0.01986013558824123,0.005787593991140567,0.020710216228594994,-0.002609192327210753,+1795
stärke +1795,5.280790134200192,-0.01986013558824123,0.005787593991140567,0.020710216228594994,-0.002609192327210753,stärke +1795
+1795 chars,5.2084864195230445,-0.02014944933343957,0.005852591196857023,0.02088822317572588,-0.0025166677230196517,+1795 chars
Super-Vulkan,7.4564311753557515,-0.013273167518080522,0.004290637759338315,0.016549970924289756,-0.004633819307515383,Super-Vulkan
un+weit super+-+vulkan,7.4564311753557515,-0.013273167518080522,0.004290637759338315,0.016549970924289756,-0.004633819307515383,un+weit super+-+vulkan
super+-+vulkan neapel,6.636366227846702,-0.015367577736043017,0.004770138723176898,0.017894844708097362,-0.004006760828380256,super+-+vulkan neapel
werd+e region,8.048322485286278,-0.011963495010389485,0.003989167345554089,0.015698844833574397,-0.005018388393715193,werd+e region
liefen,23.12361752060382,0.0008230134287370591,0.005110000159046583,0.004566738094695852,-0.010333965569164036,liefen
anwohner lauf+en,7.728026157785246,-0.012653779156538803,0.004148216795657175,0.016148405152911823,-0.004816402804350951,anwohner lauf+en
Strassen,17.294131282060448,-0.0033692404835911284,-0.0008632084754768431,0.006044598513121968,-0.000919608599295483,Strassen
wegen erdbeben+s,29.96567485463527,0.004939113352092874,-1.1109719679330859e-06,0.004112704846107532,-0.009575202112776779,wegen erdbeben+s
erdbeben+s haus+er,8.434262586282703,-0.011183665674725765,0.003809075181962597,0.015188421631304495,-0.005244713894738946,erdbeben+s haus+er
gebröckelt,7.879630294700375,-0.022262408512239044,-0.005663775518207588,0.006267005580953144,0.02475744115948516,gebröckelt
haus+er ge+bröckel+t,7.879630294700375,-0.022262408512239044,-0.005663775518207588,0.006267005580953144,0.02475744115948516,haus+er ge+bröckel+t
der trümmer,7.407129798819605,-0.08861557108050298,-0.06928817980299495,-0.05643419712156994,0.19466861360572657,der trümmer
teilweise,18.11015914627922,-0.008500074275819388,-0.0065967425648019214,8.79779197473019e-05,0.016036246404203175,teilweise
trümmer teilweise,6.533305664802715,-0.04224349118729871,-0.02114695299616811,-0.0077039761464310005,0.07273327458768164,trümmer teilweise
Autos,9.321404407576592,-0.020943378168113376,-0.007715610381053669,0.0030509610107048567,0.02820578453415646,Autos
teilweise auto+s,6.199368907962551,-0.03521799398525484,-0.013074770055165863,0.0007130653344457179,0.05069741156491608,teilweise auto+s
auto+s beschädig+t,6.0379291382929505,-0.03288136995052531,-0.010174590101806578,0.003797801088201842,0.04276286478488154,auto+s beschädig+t
dpa/mco,5.748381596790175,-0.02947649061801178,-0.005679011572092105,0.008648319335831796,0.03046572497912071,dpa/mco
Grossstadt,7.1684587612281305,-0.01396765400590551,0.004449993912153075,0.016998153335502544,-0.0044275624226704285,Grossstadt
süditalienisch+e gros+s+stadt,7.1684587612281305,-0.01396765400590551,0.004449993912153075,0.016998153335502544,-0.0044275624226704285,süditalienisch+e gros+s+stadt
gros+s+stadt neapel,7.881193616144325,-0.012318510530457549,0.004071009874430738,0.01593032124383275,-0.004914701897865209,gros+s+stadt neapel
+2192,12.003402019561921,-0.005811648838267099,0.002557086532213923,0.011602305115680837,-0.006754056083727541,+2192
erdbeben +2192,9.910930854282283,-0.008622969684887998,0.003214715174103073,0.013493866819040036,-0.005974566244334496,erdbeben +2192
+2192 chars,11.005233839836688,-0.007056946051338234,0.002849028184293763,0.012444070447645025,-0.006411429012793035,+2192 chars
sorg+t panik,8.912502379319415,-0.01028699232810479,0.0036014674940304673,0.014598232117626555,-0.0055025655274128305,sorg+t panik
panik wie,7.962880408118855,-0.012143617315237403,0.004030702660291474,0.01581635796088205,-0.004965833010491671,panik wie
Apokalypse,7.350855794601591,-0.015693317464939658,0.002223904832314543,0.014602996588324346,0.0020125570023474377,Apokalypse
wie apokalypse,7.350855794601591,-0.015693317464939658,0.002223904832314543,0.014602996588324346,0.0020125570023474377,wie apokalypse
apokalypse haus+er,6.853704870864581,-0.029856595175721458,-0.010112989329024161,0.0028802460119100024,0.040292305975940405,apokalypse haus+er
stürz+en trümmer,10.717710203076926,-0.11244472503666914,-0.1001294820300864,-0.08968241071186285,0.259688394979173,stürz+en trümmer
fallen,10.144263993034636,-0.05745561457526425,-0.04514037156868144,-0.034693300250457804,0.13073978003810355,fallen
trümmer fall+en,10.144263993034636,-0.05745561457526425,-0.04514037156868144,-0.034693300250457804,0.13073978003810355,trümmer fall+en
herab,15.348404411337084,-0.03484305770684298,-0.03003396299797738,-0.02227923401496649,0.08543951531532988,herab
fall+en herab,10.314155402938503,-0.037702131260633,-0.026064659188714395,-0.015856050790518356,0.07943915256236608,fall+en herab
herab panik,12.817065692377133,-0.010496926629784888,-0.0031595417624198253,0.00551420633585831,0.009939241335144164,herab panik
panik versuch+en,11.148761883469096,-0.01385193520847399,-0.004055349842341003,0.0055007232574321,0.014590772129398296,panik versuch+en
versuch+en mensch+en,21.790467688964654,0.0016323437466859551,0.0007924161048178462,0.006454596082571794,-0.00872874532835718,versuch+en mensch+en
erneuten,18.516678750611174,-0.00022546604753796888,0.0012357765455206938,0.007756491285824573,-0.008246092124536426,erneuten
mensch+en erneut+en,18.516678750611174,-0.00022546604753796888,0.0012357765455206938,0.007756491285824573,-0.008246092124536426,mensch+en erneut+en
erneut+en erdbeben,29.96567485463527,0.004939113352092874,-1.1109719679330859e-06,0.004112704846107532,-0.009575202112776779,erneut+en erdbeben
erdbeben neapel,71.32751961485864,0.012079937910376032,-0.0017317040839512682,-0.001035732392777581,-0.0113662294005439,erdbeben neapel
neapel rett+en,13.932719224797053,-0.003777602444873057,0.002078125749051108,0.010214709320125272,-0.007305311768167113,neapel rett+en
stark+e erschütterung,7.1684587612281305,-0.01396765400590551,0.004449993912153075,0.016998153335502544,-0.0044275624226704285,stark+e erschütterung
erschütterung panik,6.58398954945522,-0.024146596813568424,-0.0036346488826930895,0.009614546620744822,0.021803919224135205,erschütterung panik
panik bevölkerung,6.228609726626567,-0.044082079548758105,-0.021841892630388608,-0.00802224722510637,0.07551241124819343,panik bevölkerung
Schäden…,6.318614085639467,-0.11751294720451437,-0.09387309688529394,-0.07959687835754854,0.2526824342247739,Schäden…
bevölkerung schäden…,6.318614085639467,-0.11751294720451437,-0.09387309688529394,-0.07959687835754854,0.2526824342247739,bevölkerung schäden…
+5760,5.809177871091968,-0.06465848131490608,-0.04026232355111371,-0.02574143393860576,0.12641486757572143,+5760
schäden… +5760,5.809177871091968,-0.06465848131490608,-0.04026232355111371,-0.02574143393860576,0.12641486757572143,schäden… +5760
+5760 char+s,5.655273546142397,-0.05488050495140866,-0.030065431917535853,-0.015409638419279946,0.09983511760781166,+5760 char+s
erdbeben italien,40.734846637628735,0.007755220551091864,-0.0006809821463239153,0.0020960024020536577,-0.010286168055529715,erdbeben italien
italien supervulkan,8.543821297845685,-0.010971779763855613,0.003760068083675981,0.015049273855895537,-0.005305872615117619,italien supervulkan
lässt,60.718882683798455,0.014349024606518533,-0.002822525012989782,-0.0015681494276803293,-0.012451001965954507,lässt
supervulkan lass+st,8.434262586282703,-0.011183665674725765,0.003809075181962597,0.015188421631304495,-0.005244713894738946,supervulkan lass+st
lass+st neapel,9.199168819343772,-0.009782478000835053,0.00348440965522115,0.014264637575215901,-0.005646550699069898,lass+st neapel
neapel beb+en,13.741342093116451,-0.0039610720645342394,0.002121432328679646,0.010340493967786284,-0.00725599240722219,neapel beb+en
beb+en ein,13.064579443014361,-0.00464003203928373,0.0022815168738240087,0.010804917735997262,-0.007072797324563058,beb+en ein
phlegräischen,7.1684587612281305,-0.01396765400590551,0.004449993912153075,0.016998153335502544,-0.0044275624226704285,phlegräischen
erschütter+t phlegräisch+en,11.60337729393803,-0.006292303664637681,0.0026698874997784436,0.011927922277714083,-0.006622292471380094,erschütter+t phlegräisch+en
feld+er supervulka+n,8.543821297845685,-0.010971779763855613,0.003760068083675981,0.015049273855895537,-0.005305872615117619,feld+er supervulka+n
neapel italien,15.595002800751049,-0.0067929236584892165,-0.0026695702090932722,0.004833927598211727,0.0059001500623172085,neapel italien
mindestens frau,5.2768709773364,-0.02151932247950063,0.004188674815310323,0.019130542218519293,0.0023520123880764253,mindestens frau
frau werd+e,13.370020272039547,-0.019461659607852323,-0.012677149754019857,-0.004203366877600944,0.037824232044920775,frau werd+e
werd+e verletz+t,5.164216855476118,-0.02493570783461412,0.0014041013763718467,0.016547171266482832,0.011342684531775251,werd+e verletz+t
verletz+t haus+er,5.075211383545096,-0.028266765678128657,-0.0013969515543073507,0.01391412087221687,0.020195109221769727,verletz+t haus+er
haus+er beschädig+t,7.94610254803065,-0.01781512236299295,-0.0014812235416147759,0.010359060635005326,0.012012366708650366,haus+er beschädig+t
rannten,17.985625856856732,-0.008934274412016515,-0.006923761640988807,-0.00019932596771782957,0.01710258894934044,rannten
mensch+en renn+en,34.0617077677655,0.0006474957488160546,1.0391901564299938e-05,-0.0021781619568566088,0.001268849754089173,mensch+en renn+en
renn+en panik,12.856057214965004,-0.024242460473759397,0.008362960785065451,-0.007987022809240577,0.026286800967766418,renn+en panik
panik straße+n,14.124704474331867,-0.023808983115703484,-0.017850722861877475,-0.009676837012763992,0.05216265041659507,panik straße+n
straße+n trümmer,5.137068261307137,-0.16528435060826485,-0.13508987766494382,-0.11874119307956466,0.3397400138220992,straße+n trümmer
regneten,4.77754054351488,-0.10179895138560603,-0.0713539587368859,-0.05492822344407946,0.20642576181329547,regneten
trümmer regn+eten,4.77754054351488,-0.10179895138560603,-0.0713539587368859,-0.05492822344407946,0.20642576181329547,trümmer regn+eten
regn+eten herab,4.627070067168094,-0.07957025648549873,-0.048853917560040455,-0.03234490529055647,0.15256615389859302,regn+eten herab
herab der,4.551032356368745,-0.07030792772884302,-0.039387723534142195,-0.022816266953171842,0.12868998223379377,herab der
der supervulka+n,4.515154614240104,-0.0664599981226059,-0.03542597199795682,-0.018819697263748183,0.1184775010108871,der supervulka+n
neapel erde,4.317816250716875,-0.05089354603646855,-0.01903664366630219,-0.002179624299646345,0.07489963358841367,neapel erde
beb+en ge+bring+t,4.247471527940337,-0.047224463526358916,-0.015002762538576984,0.0019648709237185084,0.0638882666351736,beb+en ge+bring+t
1.25,4.189672771679887,-0.04475470428817542,-0.012209589658643662,0.00485582901427895,0.05622107465995553,1.25
1.25 uhr,4.170474990902461,-0.04402761712824677,-0.011370702743577469,0.005728457789439832,0.05391414521105343,1.25 uhr
uhr donnerstag+morgen,4.144692239004293,-0.043116780201324686,-0.010306446016745402,0.006838966449698918,0.05098611925345048,uhr donnerstag+morgen
donnerstag+morgen verzeichn+ete,4.086670018935476,-0.04131453939834628,-0.008145806424559074,0.009107423403315867,0.04504284345624519,donnerstag+morgen verzeichn+ete
+2942,4.022369734077049,-0.03966178814915939,-0.0060757363417438615,0.011302630143247828,0.039362476578267636,+2942
verzeichn+ete +2942,4.022369734077049,-0.03966178814915939,-0.0060757363417438615,0.011302630143247828,0.039362476578267636,verzeichn+ete +2942
+2942 char+s,4.005255412231641,-0.03927487221964501,-0.005574327115792394,0.011838294986609764,0.03799071617820572,+2942 char+s
panik verletz+t+e,10.082196024595218,-0.04636054199434287,-0.03413832545785909,-0.023723926076217726,0.10180436925256812,panik verletz+t+e
"4,4 nacht",12.13279495634195,-0.00566103598115291,0.002521710101650657,0.011500090509888733,-0.006795222238685707,"4,4 nacht"
donnerstag region,10.127638429879358,-0.008293608462610593,0.0031379410304000887,0.013273906137660534,-0.006067021058421479,donnerstag region
erschütter+t panik,11.44474440474465,-0.0160999176310277,-0.0067259084433775145,0.0026793979497776177,0.022262501342105025,erschütter+t panik
panik aus+ge+lös+t,8.65961424862684,-0.010752120547012939,0.003709229653822418,0.01490481461774827,-0.005369125447164697,panik aus+ge+lös+t
mehrere mensch+en,8.160870165245305,-0.011730487522701071,0.003935402495018341,0.015546615270313908,-0.005086217983280482,mehrere mensch+en
werd+en leicht,7.822228459463131,-0.012446429485317417,0.004100477102398281,0.01601358877990732,-0.004877240427596806,werd+en leicht
leicht verletz+t,5.037750552584599,-0.020858253209337277,0.0060115609144841455,0.02132263334100817,-0.002288680800482546,leicht verletz+t
Online,4.944494535638472,-0.02126154248885315,0.006101838871118571,0.02156872367826944,-0.0021581334170377698,Online
verbreitete,4.8843162392985375,-0.02152820417362784,0.006161463940842724,0.02173101384796903,-0.002071482657443868,verbreitete
online verbreit+ete,4.8843162392985375,-0.02152820417362784,0.006161463940842724,0.02173101384796903,-0.002071482657443868,online verbreit+ete
verbreit+ete video+s,4.944494535638472,-0.02126154248885315,0.006101838871118571,0.02156872367826944,-0.0021581334170377698,verbreit+ete video+s
Fotos,8.249203015029982,-0.01155090017872381,0.003893937510752881,0.015429122463200185,-0.005138376989605585,Fotos
video+s foto+s,5.047596095037148,-0.020816360562236166,0.0060021759500161745,0.021297025335778815,-0.002302207222279161,video+s foto+s
zeigten,5.1088555918031595,-0.02055855460389641,0.0059443916793107225,0.021139249026251892,-0.0023853055016728325,zeigten
foto+s zeig+ten,5.1088555918031595,-0.02055855460389641,0.0059443916793107225,0.021139249026251892,-0.0023853055016728325,foto+s zeig+ten
Steinen,5.244003543500306,-0.020006554155098666,0.005820496361480037,0.020800353813720487,-0.0025624052164560872,Steinen
zeig+ten stein+en,5.244003543500306,-0.020006554155098666,0.005820496361480037,0.020800353813720487,-0.0025624052164560872,zeig+ten stein+en
stein+en schutt,5.399590399077777,-0.01939793959183509,0.005683624549715567,0.020425006636826747,-0.0027563657989367004,stein+en schutt
bedeckte,5.502019070065564,-0.019011945257306484,0.005596671607980696,0.020186034906609772,-0.002878672823210424,bedeckte
schutt bedeck+t+e,5.502019070065564,-0.019011945257306484,0.005596671607980696,0.020186034906609772,-0.002878672823210424,schutt bedeck+t+e
bedeck+t+e auto+s,5.649298869817958,-0.018476035117881574,0.005475759031342315,0.019853067546757298,-0.003047576500193386,bedeck+t+e auto+s
auto+s haus+er,5.778486365313089,-0.018023411950454028,0.005373467663385015,0.019570779185353184,-0.0031894128316193107,auto+s haus+er
tiefen,6.014508616454536,-0.017235373878476727,0.005195002916288741,0.019076974947431193,-0.0034345794096933752,tiefen
haus+er tief+en,6.014508616454536,-0.017235373878476727,0.005195002916288741,0.019076974947431193,-0.0034345794096933752,haus+er tief+en
Rissen…,6.191621015635183,-0.016674446858597945,0.0050676853642442985,0.01872368992268658,-0.0036077228887443787,Rissen…
tief+en rissen…,6.191621015635183,-0.016674446858597945,0.0050676853642442985,0.01872368992268658,-0.0036077228887443787,tief+en rissen…
rissen… kopier+e,6.428109307736798,-0.015962462596092568,0.004905740192992082,0.018273127514354382,-0.0038258709790319613,rissen… kopier+e
merk+liste hinzu+füg+en,173.4431344114984,0.015396877567898506,0.0048472308754543515,-0.008623416472591395,-0.014776748188797763,merk+liste hinzu+füg+en
hinzu+füg+en ein,136.86984169484523,0.010633641571483134,0.013800576435525942,-0.009223472525516885,-0.017669646726697474,hinzu+füg+en ein
ver…,5.037750552584599,-0.020858253209337277,0.0060115609144841455,0.02132263334100817,-0.002288680800482546,ver…
leicht ver…,5.037750552584599,-0.020858253209337277,0.0060115609144841455,0.02132263334100817,-0.002288680800482546,leicht ver…
+1970,4.980706239199233,-0.02110353301991376,0.006066482608859262,0.021472398092538352,-0.0022093538304580437,+1970
ver… +1970,4.980706239199233,-0.02110353301991376,0.006066482608859262,0.021472398092538352,-0.0022093538304580437,ver… +1970
+1970 chars,4.926899301002724,-0.02133897887890977,0.006119159104574737,0.021615886604996998,-0.0021329978623288205,+1970 chars
neu+en erdbeben,17.05875871132675,-0.0012080341763392175,0.001469504235562909,0.008440686017750727,-0.00798838096890163,neu+en erdbeben
erdbeben japaner,10.625845033377637,-0.007573524883117983,0.0029698362126261008,0.012791459943028377,-0.006268080270171111,erdbeben japaner
japaner setz+en,9.051147583297704,-0.010040079719308719,0.0035442007127864158,0.01443510475782041,-0.005573130088507065,japaner setz+en
Hightech-Schiff,7.881193616144325,-0.012318510530457549,0.004071009874430738,0.01593032124383275,-0.004914701897865209,Hightech-Schiff
setz+en hightech+-+schiff,7.881193616144325,-0.012318510530457549,0.004071009874430738,0.01593032124383275,-0.004914701897865209,setz+en hightech+-+schiff
hightech+-+schiff der,9.71183672450537,-0.008934865944831314,0.0032873505916526475,0.013701749973293847,-0.005886724088929754,hightech+-+schiff der
der sorge,20.995187776480385,-0.0037988622224465105,0.016165989444835983,0.001822764876660352,-0.013569103606947144,der sorge
sorge erdbeben,29.96567485463527,0.004939113352092874,-1.1109719679330859e-06,0.004112704846107532,-0.009575202112776779,sorge erdbeben
erdbeben japan,17.520516671782374,-0.0008844689001205156,0.0013925957807296551,0.00821572059023844,-0.008073445529849354,erdbeben japan
Erinnerung,12.77030575186082,-0.004951019125421226,0.0023547462316493403,0.011017073594740384,-0.0069885217154343,Erinnerung
wachs+t erinnerung,12.77030575186082,-0.004951019125421226,0.0023547462316493403,0.011017073594740384,-0.0069885217154343,wachs+t erinnerung
erinnerung fukushima,11.238635457154317,-0.006751655357996395,0.002777550113437617,0.012238269076879695,-0.00649580505294347,erinnerung fukushima
präsent,9.963356347726743,-0.008542343807856052,0.0031959280364581844,0.01344006296256922,-0.005997227608036264,präsent
fukushima präsent,9.963356347726743,-0.008542343807856052,0.0031959280364581844,0.01344006296256922,-0.005997227608036264,fukushima präsent
Sondereinsatz,9.760092354156958,-0.008858425738573834,0.0032695550568543827,0.013650838925772688,-0.005908278920874838,Sondereinsatz
mit sonder+einsatz,9.760092354156958,-0.008858425738573834,0.0032695550568543827,0.013650838925772688,-0.005908278920874838,mit sonder+einsatz
Abhilfe,10.915249279114432,-0.0071771354501294375,0.002877151554198017,0.012524990694392038,-0.006378142066794975,Abhilfe
sonder+einsatz abhilfe,10.915249279114432,-0.0071771354501294375,0.002877151554198017,0.012524990694392038,-0.006378142066794975,sonder+einsatz abhilfe
geschaffen,11.60337729393803,-0.006292303664637681,0.0026698874997784436,0.011927922277714083,-0.006622292471380094,geschaffen
abhilfe ge+schaff+en,11.60337729393803,-0.006292303664637681,0.0026698874997784436,0.011927922277714083,-0.006622292471380094,abhilfe ge+schaff+en
Atomkatastrophe,4.9715221868756725,-0.0211434360002017,0.0060754131159786685,0.021496735025533016,-0.0021964275857520427,Atomkatastrophe
bei atom+katastrophe,4.9715221868756725,-0.0211434360002017,0.0060754131159786685,0.021496735025533016,-0.0021964275857520427,bei atom+katastrophe
atom+katastrophe japan,4.812329110497612,-0.02185408866863652,0.0062342573727297195,0.021928883464210572,-0.0019652301859434756,atom+katastrophe japan
2011,41.414235986721785,0.004173434595783455,0.010702461217571024,-0.0016758387244718191,-0.014006233047712691,2011
japan 2011,4.767353433267542,-0.02206163468231199,0.006280575040953425,0.022054634981055827,-0.001897356230524932,japan 2011
2011 sta…,4.7315477336329215,-0.022229096043065204,0.0063179231163697554,0.022155948675022467,-0.0018424749462430765,2011 sta…
+6096,4.6904384302091735,-0.022423859372591684,0.00636133329009685,0.022273610810290147,-0.0017785155536180252,+6096
sta… +6096,4.6904384302091735,-0.022423859372591684,0.00636133329009685,0.022273610810290147,-0.0017785155536180252,sta… +6096
+6096 chars,4.65120769846252,-0.022612268851077394,0.006403299730748096,0.022387261343855366,-0.0017165091561550435,+6096 chars
erdbeben supervulka+n,29.96567485463527,0.004939113352092874,-1.1109719679330859e-06,0.004112704846107753,-0.009575202112776779,erdbeben supervulka+n
supervulka+n italien,8.23171822515966,-0.011586222923146178,0.0039020950077191347,0.015452243182608369,-0.005128126122501268,supervulka+n italien
plant,38.81113059048607,0.007333966340251502,-0.0005790556435841526,0.002398881354865582,-0.010180283531053361,plant
italien plan+t,17.938084912058986,-0.000601994725991023,0.0013254064367105975,0.008019047283619367,-0.008147546251947182,italien plan+t
Massenevakuierung,14.524600535364069,-0.008207587949049308,-0.002947332416239746,0.004972237505164085,0.007648256436776735,Massenevakuierung
plan+t masse+n+evakuierung,7.394723759424952,-0.013418584970947427,0.004324034303677977,0.016643997096091188,-0.004590766711904841,plan+t masse+n+evakuierung
masse+n+evakuierung nach,9.051147583297704,-0.010040079719308719,0.0035442007127864158,0.01443510475782041,-0.005573130088507065,masse+n+evakuierung nach
massiven,18.516678750611174,-0.00022546604753796888,0.0012357765455206938,0.007756491285824573,-0.008246092124536426,massiven
nach massiv+en,18.516678750611174,-0.00022546604753796888,0.0012357765455206938,0.007756491285824573,-0.008246092124536426,nach massiv+en
massiv+en erdbeben,29.96567485463527,0.004939113352092874,-1.1109719679330859e-06,0.004112704846107532,-0.009575202112776779,massiv+en erdbeben
plan+t regierung,12.77030575186082,-0.004951019125421226,0.0023547462316493403,0.011017073594740384,-0.0069885217154343,plan+t regierung
Massenevakuierungen,11.60337729393803,-0.006292303664637681,0.0026698874997784436,0.011927922277714083,-0.006622292471380094,Massenevakuierungen
regierung masse+n+evakuierung+en,11.60337729393803,-0.006292303664637681,0.0026698874997784436,0.011927922277714083,-0.006622292471380094,regierung masse+n+evakuierung+en
Erste,38.44430411297652,0.007063449063477102,0.0006054492242402235,0.0019727919411537107,-0.01064744003296418,Erste
erst+e detail+s,9.760092354156958,-0.008858425738573834,0.0032695550568543827,0.013650838925772688,-0.005908278920874838,erst+e detail+s
detail+s lass+en,9.760092354156958,-0.008858425738573834,0.0032695550568543827,0.013650838925772688,-0.005908278920874838,detail+s lass+en
lass+en einwohner,10.127638429879358,-0.008293608462610593,0.0031379410304000887,0.013273906137660534,-0.006067021058421479,lass+en einwohner
Existenz,11.415290471624452,-0.00652655832799756,0.002724809042100163,0.012086292342003875,-0.006557857584910954,Existenz
einwohner existenz,11.415290471624452,-0.00652655832799756,0.002724809042100163,0.012086292342003875,-0.006557857584910954,einwohner existenz
existenz fürcht+en,12.372839698829623,-0.00538759165546631,0.002457445900874269,0.011314294561339129,-0.006869814863337647,existenz fürcht+en
Schock,41.0509179907455,0.007380148283659713,-0.00113404426414485,0.0016129588439663008,-0.008939902192028865,Schock
der schock,7.2221751111408565,-0.013834982652363855,0.004419578588977635,0.016912704918360846,-0.004467091371337243,der schock
schock sitz+t,7.656079592142712,-0.012814679168725487,0.0041852406053418285,0.016252887357104492,-0.004769095670249551,schock sitz+t
sitz+t tief,8.13782238913394,-0.01177781659128699,0.003946326488635558,0.015577555994295243,-0.0050724544967469636,sitz+t tief
tief nach,8.782268139959664,-0.010524084140878628,0.003656416498754038,0.014754624530915004,-0.005434630612475309,tief nach
nach schwer+st+en,17.497456464451194,-0.0009003430764585135,0.0013963702941305327,0.008226765380301026,-0.008069276874934106,nach schwer+st+en
+4804,11.462316167844463,-0.006467475175719959,0.002710960201971268,0.01204636880874908,-0.0065741228059025955,+4804
erdbeben +4804,9.357695094217858,-0.009513196432956629,0.0034218585785541563,0.014086139666461219,-0.0057230852485076,erdbeben +4804
+4804 char+s,10.644549630824889,-0.007547438994409668,0.0029637399400071077,0.012773943315988922,-0.006275336610851796,+4804 char+s
Apulien,15.606202189415209,-0.002311695976954906,0.0017313868567466425,0.009205423310097511,-0.007696687054180517,Apulien
erschütter+te apulien,8.543821297845685,-0.010971779763855613,0.003760068083675981,0.015049273855895537,-0.005305872615117619,erschütter+te apulien
